user_id,plan_type,mrr,signup_date,churn_date,is_churned,tenure_days
user_045611,free,0.0,2022-01-11,,0,132
user_030783,starter,29.85,2022-12-05,,0,23
user_038535,free,0.0,2022-01-07,,0,120
user_001458,enterprise,481.24,2022-02-03,,0,218
user_020744,starter,30.0,2023-05-11,,0,366
user_024756,free,0.0,2022-07-08,,0,85
user_037379,free,0.0,2022-04-25,,0,84
user_025579,pro,103.23,2022-10-07,,0,92
user_021131,free,0.0,2022-02-05,,0,9
user_037522,pro,100.79,2022-05-12,,0,22
user_006405,pro,104.61,2022-08-11,,0,284
user_032006,free,0.0,2023-05-21,2023-11-04,1,167
user_006558,pro,92.12,2024-02-16,,0,201
user_045277,pro,95.95,2023-05-25,,0,338
user_044245,starter,34.95,2023-05-21,,0,29
user_013495,pro,100.21,2022-09-26,,0,349
user_022018,enterprise,502.07,2023-09-21,,0,4
user_058353,starter,26.97,2022-10-24,,0,141
user_032950,pro,92.49,2022-10-23,,0,244
user_043738,starter,29.6,2023-01-30,,0,323
user_022253,free,0.0,2022-01-17,,0,116
user_010921,pro,94.29,2022-03-06,,0,210
user_040294,starter,29.52,2024-10-06,,0,176
user_019630,free,0.0,2022-07-24,,0,122
user_023812,pro,107.14,2022-03-02,,0,73
user_028574,free,0.0,2024-01-01,2024-02-17,1,47
user_013223,free,0.0,2023-11-09,,0,428
user_032569,free,0.0,2022-02-16,,0,67
user_041645,starter,25.59,2022-12-04,,0,19
user_004937,pro,104.52,2023-09-06,,0,164
user_035117,starter,27.34,2023-04-30,,0,220
user_014030,starter,28.73,2022-11-21,,0,219
user_018833,free,0.0,2022-01-27,,0,320
user_017378,pro,102.95,2022-02-26,,0,120
user_003116,free,0.0,2023-08-31,,0,151
user_019486,free,0.0,2023-02-04,,0,102
user_037587,free,0.0,2023-10-24,,0,24
user_026348,starter,28.27,2022-08-13,,0,49
user_014804,starter,32.5,2022-04-21,2022-04-21,1,0
user_040932,free,0.0,2022-01-15,2022-09-12,1,240
user_058863,free,0.0,2022-09-24,,0,100
user_006027,free,0.0,2022-06-08,2022-07-17,1,39
user_047036,free,0.0,2023-08-19,,0,199
user_037893,starter,28.56,2023-05-26,,0,156
user_006209,free,0.0,2023-06-17,,0,895
user_038789,starter,29.95,2024-07-02,,0,259
user_022076,free,0.0,2022-10-12,2022-11-26,1,45
user_017916,free,0.0,2024-03-28,,0,3
user_004409,starter,27.06,2022-09-11,,0,39
user_037122,starter,29.9,2022-04-21,,0,673
user_034804,free,0.0,2022-08-08,,0,279
user_052330,free,0.0,2022-06-26,,0,98
user_027991,free,0.0,2022-01-26,,0,322
user_013746,starter,28.28,2022-11-05,,0,62
user_052297,starter,27.67,2023-08-11,,0,140
user_005025,starter,25.98,2022-06-24,,0,61
user_042700,free,0.0,2023-06-22,2025-02-22,1,611
user_054940,free,0.0,2022-04-01,,0,157
user_033073,starter,29.87,2022-08-17,,0,423
user_019655,free,0.0,2022-06-03,,0,291
user_028372,free,0.0,2022-03-04,,0,203
user_043481,free,0.0,2022-04-03,,0,487
user_035387,starter,27.73,2022-07-28,,0,342
user_057546,starter,29.63,2022-04-13,,0,204
user_013113,pro,100.67,2023-08-26,,0,146
user_027153,pro,103.73,2022-08-07,,0,120
user_026366,free,0.0,2022-02-15,,0,72
user_016467,pro,88.82,2022-01-27,,0,22
user_040958,free,0.0,2022-03-23,,0,82
user_057461,free,0.0,2022-02-09,,0,37
user_029703,pro,92.71,2024-04-26,,0,2
user_050016,free,0.0,2022-04-01,2022-05-22,1,51
user_035886,free,0.0,2024-06-12,2026-08-27,1,806
user_011836,enterprise,491.64,2024-04-11,,0,231
user_001220,pro,107.89,2023-07-03,,0,55
user_041147,pro,116.78,2023-12-17,,0,152
user_046094,free,0.0,2024-11-22,,0,15
user_033832,starter,27.97,2024-05-30,,0,210
user_012226,pro,94.49,2024-08-20,,0,55
user_052648,starter,28.84,2023-07-14,,0,79
user_032716,starter,28.34,2022-04-07,,0,326
user_013957,free,0.0,2022-03-06,,0,23
user_043307,starter,30.94,2022-01-28,,0,323
user_048642,starter,29.58,2022-03-04,,0,17
user_030625,free,0.0,2022-04-23,,0,137
user_017560,starter,28.08,2022-08-17,,0,259
user_041808,starter,29.82,2022-03-03,,0,37
user_034913,starter,28.85,2022-06-15,,0,85
user_040267,starter,28.12,2022-02-10,,0,106
user_028425,free,0.0,2022-01-09,,0,183
user_037102,free,0.0,2022-06-30,2022-07-16,1,16
user_047620,pro,99.98,2022-10-23,,0,339
user_041076,enterprise,496.87,2022-08-27,,0,30
user_003925,starter,28.02,2022-02-17,,0,14
user_034228,pro,100.91,2022-02-03,,0,4
user_013150,pro,97.25,2022-01-23,,0,278
user_023874,starter,32.35,2022-03-16,,0,39
user_030310,starter,27.44,2022-09-04,,0,134
user_009683,free,0.0,2022-05-04,,0,624
user_015754,free,0.0,2024-02-20,2024-11-17,1,271
user_009862,pro,94.76,2023-04-24,,0,120
user_048919,free,0.0,2024-08-23,,0,8
user_056024,free,0.0,2022-02-06,,0,7
user_055824,free,0.0,2024-04-14,,0,323
user_054575,free,0.0,2022-08-23,,0,305
user_026887,free,0.0,2023-08-03,,0,200
user_020884,starter,30.0,2022-05-06,,0,182
user_004223,starter,26.86,2022-08-19,,0,622
user_041546,pro,91.72,2024-11-24,,0,46
user_058611,free,0.0,2022-07-17,,0,693
user_027030,enterprise,476.51,2022-01-09,,0,73
user_017494,starter,28.62,2022-05-24,,0,330
user_018812,free,0.0,2022-02-27,,0,202
user_050136,starter,30.19,2024-03-14,,0,42
user_010525,free,0.0,2022-12-31,,0,305
user_056795,free,0.0,2022-02-05,,0,80
user_059331,starter,29.73,2023-12-23,,0,933
user_039403,free,0.0,2025-01-03,,0,27
user_015476,starter,29.32,2022-04-03,,0,214
user_026599,starter,28.02,2022-11-05,,0,38
user_050602,starter,29.47,2022-10-22,,0,393
user_052147,pro,103.05,2022-01-08,,0,181
user_009828,starter,30.7,2024-10-06,,0,26
user_012578,starter,29.84,2022-05-08,,0,71
user_001816,free,0.0,2023-08-04,2023-10-03,1,60
user_016095,enterprise,450.63,2023-07-29,,0,163
user_020352,free,0.0,2024-04-29,,0,93
user_030420,starter,28.75,2023-03-02,,0,167
user_031811,free,0.0,2023-01-30,,0,9
user_036689,free,0.0,2022-03-25,,0,207
user_028583,starter,29.98,2022-02-02,,0,59
user_027658,free,0.0,2022-03-01,,0,55
user_042397,starter,26.65,2023-11-16,,0,599
user_002426,free,0.0,2022-10-25,,0,354
user_013238,free,0.0,2022-03-02,,0,277
user_010444,starter,30.0,2022-08-06,,0,34
user_017873,starter,29.34,2024-04-22,,0,33
user_008942,free,0.0,2022-01-13,,0,87
user_001910,free,0.0,2022-03-07,,0,104
user_016935,pro,106.35,2022-10-22,,0,96
user_018205,free,0.0,2022-01-01,,0,53
user_055920,free,0.0,2022-11-02,,0,647
user_036092,enterprise,480.51,2022-08-20,,0,284
user_011534,free,0.0,2023-01-23,,0,149
user_042225,free,0.0,2022-09-18,,0,31
user_049943,free,0.0,2023-01-30,,0,351
user_047349,free,0.0,2022-04-08,,0,257
user_031841,starter,28.66,2025-01-09,,0,831
user_001305,free,0.0,2023-05-27,,0,3
user_003626,pro,105.41,2023-03-09,,0,238
user_005501,starter,30.51,2025-01-16,,0,91
user_053754,free,0.0,2022-01-23,2022-02-08,1,16
user_039427,starter,26.29,2022-09-23,,0,107
user_019529,starter,28.21,2024-03-31,,0,165
user_004167,free,0.0,2022-08-31,,0,403
user_026674,free,0.0,2022-05-01,,0,127
user_023819,free,0.0,2022-07-03,,0,51
user_044019,free,0.0,2022-02-07,,0,459
user_043086,starter,27.7,2025-01-06,,0,143
user_058277,starter,27.16,2022-01-05,,0,624
user_026011,free,0.0,2022-02-19,,0,90
user_047464,free,0.0,2022-03-01,,0,0
user_009212,free,0.0,2023-03-03,,0,420
user_015470,free,0.0,2023-10-07,,0,93
user_007336,pro,98.05,2022-02-02,,0,253
user_051347,free,0.0,2022-06-15,,0,67
user_048135,free,0.0,2022-02-10,,0,10
user_032785,pro,92.51,2022-04-01,,0,230
user_007907,free,0.0,2022-12-05,,0,365
user_034208,free,0.0,2022-06-03,,0,319
user_043531,starter,28.41,2022-02-18,,0,916
user_038039,free,0.0,2022-06-21,,0,74
user_050771,free,0.0,2023-07-14,,0,150
user_016503,free,0.0,2022-12-17,,0,40
user_032536,free,0.0,2022-03-25,,0,203
user_005915,starter,30.31,2022-10-23,,0,136
user_015603,free,0.0,2022-06-30,,0,71
user_053094,pro,95.19,2024-01-26,,0,352
user_008014,free,0.0,2022-02-05,,0,137
user_054227,starter,30.56,2025-02-18,,0,132
user_051791,starter,29.13,2022-09-19,2022-12-05,1,77
user_038295,starter,29.09,2023-06-14,,0,63
user_048316,free,0.0,2023-01-15,2023-09-01,1,229
user_025556,free,0.0,2023-03-10,,0,295
user_049046,starter,25.94,2022-03-09,,0,515
user_048757,free,0.0,2023-03-30,,0,19
user_015463,pro,96.7,2022-07-27,,0,20
user_027714,starter,31.24,2022-09-29,,0,346
user_050296,free,0.0,2023-03-18,,0,33
user_009456,free,0.0,2022-05-11,2023-05-04,1,358
user_007001,free,0.0,2022-01-21,,0,232
user_011479,starter,28.93,2022-11-12,,0,94
user_014032,starter,27.62,2022-03-14,,0,278
user_017993,pro,104.33,2023-11-03,,0,446
user_028802,free,0.0,2023-02-12,,0,85
user_026764,free,0.0,2023-09-21,,0,17
user_016667,free,0.0,2022-06-21,,0,359
user_038633,starter,28.74,2022-05-21,,0,162
user_059876,starter,28.69,2022-04-01,,0,128
user_032137,pro,101.38,2022-03-25,,0,503
user_053441,enterprise,520.77,2022-01-22,,0,46
user_024557,free,0.0,2022-01-17,,0,368
user_045851,starter,29.02,2022-09-11,,0,330
user_007404,pro,94.22,2022-09-02,,0,119
user_051451,free,0.0,2022-03-13,,0,300
user_035766,free,0.0,2022-02-10,,0,710
user_027773,starter,29.89,2022-03-22,,0,1
user_053566,free,0.0,2022-05-27,,0,265
user_056526,starter,29.06,2023-08-30,,0,42
user_016145,pro,95.24,2022-08-22,2023-11-30,1,465
user_018202,pro,101.88,2022-10-30,,0,263
user_009497,free,0.0,2023-06-25,,0,8
user_023790,free,0.0,2022-09-27,,0,182
user_031145,starter,26.43,2022-05-31,,0,59
user_054235,starter,29.62,2022-05-13,,0,95
user_053645,pro,101.89,2022-01-14,,0,286
user_056563,pro,100.66,2024-10-17,,0,189
user_001382,free,0.0,2023-02-25,2024-05-02,1,432
user_042297,free,0.0,2022-02-15,,0,170
user_039703,starter,27.9,2023-11-14,,0,21
user_002282,free,0.0,2022-09-03,2023-02-10,1,160
user_048461,free,0.0,2022-05-31,,0,268
user_056857,enterprise,476.12,2022-09-16,,0,221
user_003584,free,0.0,2024-01-30,,0,121
user_045265,starter,29.64,2022-10-16,,0,488
user_044014,free,0.0,2022-07-19,,0,100
user_015708,pro,100.03,2022-09-04,,0,15
user_016580,free,0.0,2024-03-03,,0,72
user_036224,free,0.0,2023-09-08,2023-10-18,1,40
user_058379,starter,31.73,2022-01-17,,0,105
user_020269,starter,28.86,2022-04-06,,0,20
user_057473,free,0.0,2022-02-27,,0,109
user_045916,starter,28.85,2022-09-27,,0,1
user_023781,free,0.0,2023-03-09,,0,210
user_050440,starter,27.71,2022-10-04,,0,137
user_007999,starter,28.57,2022-01-24,,0,11
user_035056,free,0.0,2023-06-08,,0,833
user_059629,free,0.0,2023-04-20,,0,10
user_028994,enterprise,497.28,2023-04-12,,0,117
user_058995,free,0.0,2022-12-28,,0,1315
user_000516,starter,28.05,2022-10-16,,0,78
user_025755,starter,28.49,2024-11-06,,0,76
user_016747,pro,103.59,2023-02-20,,0,60
user_019720,starter,29.29,2022-04-29,,0,201
user_055778,free,0.0,2022-05-17,,0,89
user_015432,free,0.0,2022-01-19,,0,295
user_019492,free,0.0,2022-05-31,2022-06-10,1,10
user_013788,starter,25.13,2022-07-09,,0,167
user_010501,free,0.0,2023-03-29,,0,403
user_028761,pro,95.19,2023-02-27,,0,196
user_041377,starter,28.52,2023-02-17,,0,484
user_020787,free,0.0,2022-03-04,,0,20
user_042234,starter,30.02,2024-10-24,,0,397
user_026627,free,0.0,2024-09-15,,0,215
user_002221,free,0.0,2022-03-05,,0,1
user_017960,free,0.0,2022-05-11,,0,126
user_005250,starter,32.05,2022-06-01,,0,213
user_032224,pro,100.87,2023-08-02,,0,703
user_030874,starter,29.6,2023-07-18,,0,42
user_048297,free,0.0,2022-12-02,,0,152
user_056875,pro,100.32,2024-04-26,,0,321
user_021806,starter,28.41,2023-08-08,,0,28
user_047015,free,0.0,2022-02-11,,0,101
user_027681,pro,97.34,2023-02-11,,0,350
user_006580,enterprise,561.26,2024-07-27,,0,267
user_052266,pro,89.79,2022-10-15,,0,151
user_057666,free,0.0,2022-02-11,,0,132
user_017103,free,0.0,2022-10-12,,0,50
user_033184,free,0.0,2022-02-06,,0,244
user_004350,enterprise,504.17,2022-04-21,,0,60
user_023060,free,0.0,2022-11-08,,0,666
user_054102,pro,93.5,2024-02-16,,0,408
user_039461,starter,27.85,2023-09-11,,0,179
user_047791,free,0.0,2022-06-26,,0,288
user_035896,pro,100.88,2022-02-22,,0,124
user_048352,starter,30.98,2022-04-03,,0,78
user_021416,free,0.0,2023-09-01,,0,190
user_029705,free,0.0,2022-01-19,,0,101
user_045562,starter,30.28,2022-12-30,,0,132
user_052848,pro,104.47,2022-12-23,,0,12
user_003415,free,0.0,2022-01-22,,0,345
user_042034,starter,29.15,2022-07-24,,0,68
user_042048,starter,31.62,2022-11-24,,0,290
user_012042,free,0.0,2022-09-20,2024-01-06,1,473
user_041298,enterprise,483.25,2023-05-23,,0,137
user_029059,free,0.0,2022-10-27,,0,249
user_042016,pro,91.15,2022-05-17,,0,88
user_008919,enterprise,523.91,2024-04-17,,0,548
user_000202,free,0.0,2023-03-01,,0,472
user_026258,starter,28.6,2022-04-30,,0,46
user_059961,starter,29.91,2023-02-06,,0,40
user_041177,starter,26.87,2022-02-18,,0,471
user_020025,starter,29.78,2022-12-18,,0,11
user_020561,starter,28.23,2022-06-13,,0,103
user_037737,starter,28.4,2023-05-21,,0,312
user_005390,starter,28.65,2024-02-16,,0,75
user_007264,free,0.0,2022-05-30,,0,11
user_010344,free,0.0,2025-02-01,,0,41
user_057261,pro,105.21,2022-11-25,,0,717
user_053207,pro,100.85,2022-09-25,,0,114
user_046765,starter,30.51,2022-08-31,,0,245
user_054817,starter,29.31,2023-02-12,,0,324
user_008526,free,0.0,2023-08-18,,0,3
user_038930,free,0.0,2022-03-21,,0,9
user_044942,starter,27.31,2022-08-22,,0,63
user_026891,starter,28.89,2024-04-02,,0,369
user_020933,free,0.0,2022-01-20,,0,458
user_059721,free,0.0,2023-03-06,,0,399
user_056856,free,0.0,2022-09-15,2023-02-13,1,151
user_051657,starter,27.04,2022-11-09,,0,85
user_055107,free,0.0,2022-10-21,,0,55
user_017084,free,0.0,2023-01-04,,0,433
user_011370,starter,29.6,2023-10-18,,0,618
user_045054,starter,29.49,2022-09-24,,0,343
user_038865,free,0.0,2022-12-10,,0,160
user_021469,starter,30.02,2022-03-18,,0,328
user_018468,free,0.0,2023-11-10,,0,557
user_013020,free,0.0,2022-03-03,,0,3
user_050864,starter,30.55,2022-03-28,,0,6
user_027165,free,0.0,2022-09-04,,0,107
user_024092,free,0.0,2022-07-12,,0,553
user_011921,free,0.0,2023-03-04,,0,374
user_025789,starter,29.88,2023-04-27,,0,56
user_024729,starter,29.46,2022-10-18,,0,125
user_037382,pro,102.8,2022-01-11,,0,245
user_014712,free,0.0,2022-07-11,,0,69
user_001359,starter,28.72,2024-01-29,,0,111
user_001506,free,0.0,2022-01-07,,0,364
user_036604,enterprise,472.25,2024-10-06,,0,88
user_042409,free,0.0,2022-10-08,,0,60
user_040109,starter,28.46,2022-06-01,,0,84
user_053311,starter,28.16,2023-02-05,,0,281
user_014989,free,0.0,2022-05-02,,0,130
user_005832,starter,29.31,2024-09-30,,0,202
user_030306,pro,102.87,2023-08-02,,0,76
user_012994,enterprise,497.88,2023-07-25,,0,47
user_017157,free,0.0,2022-06-22,2022-09-23,1,93
user_045958,pro,101.85,2023-11-28,,0,131
user_011060,free,0.0,2022-11-04,,0,578
user_003263,free,0.0,2022-07-12,,0,187
user_059622,starter,28.81,2023-08-20,,0,919
user_040502,free,0.0,2022-08-08,,0,42
user_028109,pro,96.81,2022-07-03,,0,33
user_049685,enterprise,519.09,2022-08-21,,0,269
user_059074,free,0.0,2022-10-27,,0,23
user_009782,starter,27.69,2022-03-07,,0,216
user_005837,free,0.0,2023-03-27,,0,418
user_024113,free,0.0,2023-04-21,,0,76
user_011150,free,0.0,2022-01-26,,0,93
user_050648,free,0.0,2022-02-27,,0,388
user_007691,starter,26.43,2023-03-31,,0,16
user_000926,free,0.0,2023-02-16,,0,373
user_047094,free,0.0,2022-01-02,,0,1014
user_034462,starter,27.99,2023-07-14,,0,323
user_028519,starter,30.74,2023-04-01,,0,129
user_058072,pro,108.01,2022-06-19,,0,78
user_044146,free,0.0,2023-03-14,,0,122
user_032385,free,0.0,2022-01-06,,0,226
user_007767,free,0.0,2022-11-24,,0,80
user_049155,free,0.0,2022-03-23,,0,547
user_049180,free,0.0,2023-01-27,,0,484
user_013314,free,0.0,2022-04-25,,0,659
user_012488,free,0.0,2022-02-11,,0,1241
user_017446,free,0.0,2022-11-09,,0,89
user_018872,free,0.0,2023-10-28,,0,80
user_049379,enterprise,500.58,2023-04-07,,0,110
user_032386,free,0.0,2022-05-07,,0,83
user_025040,free,0.0,2022-10-11,,0,620
user_008533,free,0.0,2022-02-14,,0,220
user_028267,free,0.0,2022-01-28,,0,61
user_013541,free,0.0,2022-08-22,,0,90
user_039328,free,0.0,2023-03-12,,0,315
user_057911,free,0.0,2022-03-03,,0,37
user_018545,pro,97.43,2023-09-14,,0,219
user_047626,free,0.0,2023-04-16,2023-09-13,1,150
user_054369,starter,30.93,2022-05-08,,0,134
user_012411,enterprise,486.25,2022-12-12,,0,669
user_027416,starter,27.67,2022-03-04,,0,230
user_011821,free,0.0,2022-10-20,,0,513
user_026774,pro,96.89,2023-07-15,,0,72
user_009565,free,0.0,2022-03-14,,0,0
user_001886,pro,95.94,2022-08-29,,0,57
user_019019,free,0.0,2022-06-19,2022-07-20,1,31
user_017158,free,0.0,2022-04-23,,0,182
user_015433,free,0.0,2022-06-18,,0,191
user_040481,free,0.0,2023-09-09,2023-09-10,1,1
user_029556,free,0.0,2022-01-17,,0,90
user_016274,pro,104.7,2023-10-17,,0,316
user_054281,free,0.0,2022-03-22,,0,205
user_038202,pro,101.84,2022-05-23,,0,36
user_044845,free,0.0,2023-10-29,,0,158
user_050743,pro,112.47,2024-03-07,,0,141
user_030027,free,0.0,2022-12-27,,0,121
user_005619,starter,29.79,2022-02-23,2022-03-30,1,35
user_000677,free,0.0,2023-06-30,,0,45
user_030729,pro,99.1,2022-07-13,,0,623
user_008730,starter,31.59,2022-02-25,,0,26
user_021185,free,0.0,2022-02-17,,0,282
user_045418,free,0.0,2022-03-07,2023-01-17,1,316
user_050003,free,0.0,2023-06-23,,0,312
user_049364,free,0.0,2022-06-23,,0,53
user_013908,starter,30.5,2023-08-14,,0,233
user_046750,free,0.0,2022-06-05,,0,176
user_025133,free,0.0,2024-06-30,,0,644
user_046430,starter,30.0,2022-11-19,,0,156
user_027741,starter,30.0,2024-01-26,,0,502
user_048242,pro,107.16,2023-11-07,,0,215
user_039138,free,0.0,2023-11-27,,0,61
user_016793,starter,29.54,2022-11-22,,0,839
user_004788,pro,95.05,2023-01-19,,0,374
user_006245,starter,27.67,2022-04-30,,0,9
user_036504,free,0.0,2023-05-10,,0,520
user_003851,free,0.0,2022-01-23,,0,47
user_003416,starter,27.22,2022-05-04,,0,768
user_021815,free,0.0,2023-01-23,,0,26
user_015391,free,0.0,2023-12-14,,0,194
user_054650,free,0.0,2022-03-06,,0,54
user_059674,free,0.0,2023-05-18,,0,874
user_039740,free,0.0,2023-09-30,,0,27
user_043961,pro,105.86,2022-10-15,,0,225
user_039206,starter,30.34,2023-01-01,,0,1317
user_054460,free,0.0,2023-09-17,,0,497
user_049037,starter,30.65,2022-04-28,,0,222
user_053462,pro,91.17,2022-05-17,,0,237
user_000352,free,0.0,2023-05-08,,0,36
user_057427,starter,31.28,2022-01-27,,0,85
user_033066,starter,28.95,2022-09-29,,0,237
user_040610,starter,25.87,2022-09-16,,0,65
user_024966,free,0.0,2022-05-01,2022-06-04,1,34
user_059517,starter,26.36,2022-02-19,,0,225
user_025867,free,0.0,2022-08-11,,0,413
user_043992,free,0.0,2023-04-08,,0,169
user_024308,free,0.0,2022-02-03,,0,2
user_008667,free,0.0,2024-10-25,,0,139
user_036672,free,0.0,2022-09-25,,0,29
user_002696,starter,27.19,2022-08-17,,0,35
user_038043,free,0.0,2022-01-24,2022-10-10,1,259
user_049921,free,0.0,2022-03-02,,0,154
user_057249,free,0.0,2022-02-07,,0,186
user_011133,pro,100.19,2023-01-16,,0,278
user_033014,starter,29.09,2022-09-06,,0,34
user_032299,free,0.0,2023-04-05,,0,189
user_022229,starter,29.53,2022-11-24,,0,128
user_030677,free,0.0,2023-04-02,,0,12
user_055492,starter,28.58,2023-09-12,,0,53
user_005876,free,0.0,2023-10-18,,0,130
user_020796,starter,30.85,2022-12-01,,0,152
user_046548,free,0.0,2023-04-13,,0,196
user_034762,free,0.0,2023-09-05,,0,292
user_028373,starter,29.58,2022-04-22,,0,30
user_009293,free,0.0,2022-04-13,,0,169
user_017066,starter,29.38,2024-12-26,,0,309
user_051342,starter,28.96,2022-03-20,,0,33
user_050780,starter,30.1,2022-05-26,,0,298
user_002895,free,0.0,2024-03-22,,0,175
user_008381,starter,27.03,2022-01-10,,0,219
user_032717,free,0.0,2022-02-12,,0,348
user_018416,free,0.0,2022-04-26,,0,149
user_049010,free,0.0,2023-03-14,,0,228
user_023632,starter,29.78,2023-05-12,2023-07-04,1,53
user_028187,free,0.0,2022-10-24,,0,70
user_018542,free,0.0,2023-01-31,,0,162
user_017251,free,0.0,2022-04-23,,0,274
user_040170,free,0.0,2022-07-05,,0,767
user_017286,free,0.0,2022-08-03,,0,73
user_051635,pro,89.56,2023-02-04,,0,191
user_020514,free,0.0,2022-01-30,,0,75
user_028559,free,0.0,2022-04-07,,0,20
user_010813,starter,29.45,2023-06-03,,0,239
user_058865,free,0.0,2022-02-09,,0,680
user_048292,free,0.0,2024-04-20,,0,7
user_032197,free,0.0,2022-09-30,,0,27
user_009914,starter,29.44,2023-01-04,,0,122
user_036417,free,0.0,2022-05-22,,0,111
user_043085,starter,28.79,2022-09-07,,0,40
user_041724,free,0.0,2023-02-19,,0,340
user_028836,pro,105.82,2022-11-28,,0,148
user_003488,starter,30.21,2022-01-01,,0,17
user_012382,pro,101.05,2024-01-01,,0,152
user_053288,starter,27.82,2022-02-16,,0,29
user_053928,free,0.0,2022-04-05,,0,194
user_015065,pro,94.07,2022-08-04,,0,198
user_012003,free,0.0,2022-01-16,2022-07-21,1,186
user_002351,free,0.0,2022-03-01,,0,344
user_030819,starter,27.85,2022-09-13,,0,123
user_017055,free,0.0,2022-07-28,,0,141
user_010719,pro,100.54,2022-09-07,,0,320
user_046266,free,0.0,2024-03-12,,0,45
user_030615,starter,28.12,2024-04-14,,0,23
user_028602,starter,28.26,2022-04-18,,0,139
user_007604,starter,29.09,2022-03-28,,0,23
user_032435,pro,95.61,2023-04-05,,0,582
user_002674,free,0.0,2022-08-16,,0,59
user_028936,free,0.0,2022-01-07,,0,35
user_023365,starter,28.82,2022-01-05,,0,389
user_046467,starter,29.06,2022-07-09,,0,20
user_036757,free,0.0,2022-06-27,,0,121
user_031799,pro,94.87,2023-01-13,,0,193
user_030000,starter,25.77,2022-01-11,,0,238
user_032309,free,0.0,2022-12-10,,0,285
user_007373,pro,96.32,2022-09-03,,0,61
user_047171,free,0.0,2023-09-13,,0,108
user_009703,free,0.0,2024-08-24,,0,228
user_008104,free,0.0,2022-11-09,,0,200
user_022912,pro,99.45,2023-02-03,2023-07-20,1,167
user_006133,enterprise,524.53,2022-12-18,,0,32
user_013352,starter,25.96,2022-10-31,,0,18
user_018620,free,0.0,2024-10-15,2025-09-24,1,344
user_011840,starter,30.87,2023-04-25,2023-06-01,1,37
user_011030,starter,30.01,2022-03-20,,0,46
user_053535,starter,27.94,2022-11-27,2023-04-10,1,134
user_057538,free,0.0,2022-12-13,,0,128
user_036913,free,0.0,2023-06-16,,0,123
user_043460,free,0.0,2025-01-13,,0,66
user_038383,free,0.0,2023-11-04,,0,473
user_013920,free,0.0,2022-03-02,,0,279
user_038244,pro,98.06,2023-10-26,,0,8
user_054187,starter,28.86,2023-04-03,,0,279
user_034473,pro,94.6,2022-06-22,,0,24
user_037408,free,0.0,2022-02-09,,0,135
user_011834,starter,25.47,2022-01-20,,0,36
user_027291,free,0.0,2022-01-06,,0,23
user_005036,free,0.0,2023-04-26,,0,4
user_016133,starter,26.63,2023-05-28,,0,627
user_032645,free,0.0,2022-12-30,,0,30
user_044362,free,0.0,2023-09-05,,0,150
user_006181,enterprise,512.85,2022-04-28,,0,104
user_021539,pro,98.28,2024-11-18,,0,105
user_001702,pro,93.05,2022-02-17,,0,143
user_018631,starter,29.09,2024-07-18,,0,570
user_044651,free,0.0,2022-12-19,,0,78
user_044607,free,0.0,2023-04-13,,0,40
user_007995,starter,27.86,2022-09-10,,0,273
user_025833,starter,26.51,2022-06-13,,0,9
user_024482,free,0.0,2022-03-30,,0,102
user_038689,free,0.0,2023-12-05,,0,205
user_006952,pro,93.2,2025-02-01,,0,105
user_021204,starter,28.37,2023-10-22,,0,142
user_010078,free,0.0,2022-04-24,,0,344
user_001893,starter,32.22,2022-04-07,,0,82
user_005313,starter,30.09,2022-06-16,,0,487
user_030162,free,0.0,2023-01-19,,0,6
user_046381,starter,30.42,2022-06-07,,0,4
user_043224,free,0.0,2022-04-16,,0,272
user_031448,free,0.0,2024-10-15,,0,763
user_029757,enterprise,506.59,2024-02-04,,0,70
user_041180,starter,30.9,2022-09-01,,0,37
user_017651,starter,29.54,2023-04-17,,0,268
user_038942,starter,30.01,2022-02-03,,0,424
user_043124,enterprise,487.61,2022-03-16,,0,245
user_000381,free,0.0,2024-05-12,,0,67
user_021590,free,0.0,2022-01-25,,0,116
user_053532,free,0.0,2023-02-26,,0,332
user_043003,free,0.0,2023-11-30,,0,57
user_040788,starter,29.63,2022-08-29,,0,144
user_029695,free,0.0,2022-05-17,,0,8
user_021294,free,0.0,2023-05-19,,0,15
user_047943,free,0.0,2022-02-14,,0,159
user_048125,free,0.0,2023-12-05,,0,602
user_037301,free,0.0,2022-11-24,,0,41
user_008476,free,0.0,2023-04-12,,0,510
user_013853,pro,106.38,2022-06-05,,0,39
user_059658,starter,27.34,2022-07-01,,0,117
user_042182,free,0.0,2022-03-27,,0,74
user_018544,starter,29.23,2022-02-02,,0,10
user_021180,starter,30.03,2022-04-23,,0,52
user_003640,starter,29.11,2022-07-15,,0,264
user_048746,free,0.0,2023-07-21,2024-08-05,1,381
user_004635,free,0.0,2022-12-09,,0,120
user_035859,starter,27.83,2022-06-02,2022-07-28,1,56
user_039472,free,0.0,2023-01-31,,0,189
user_024995,starter,31.01,2022-04-16,,0,269
user_006066,pro,109.07,2022-08-23,,0,155
user_026140,free,0.0,2022-04-07,2022-09-29,1,175
user_016723,starter,30.95,2022-04-04,,0,507
user_011667,free,0.0,2022-01-01,,0,123
user_015734,free,0.0,2024-02-21,,0,106
user_026144,free,0.0,2022-09-04,,0,258
user_005846,starter,30.0,2024-09-12,,0,59
user_001345,starter,29.98,2022-10-29,,0,197
user_013647,starter,30.0,2022-12-22,,0,89
