user_id,feature_name,usage_count,avg_session_seconds,date
user_022058,search,21,203,2024-11-13
user_037461,export,8,21,2023-04-15
user_002564,export,21,185,2024-01-02
user_028295,search,18,123,2024-07-01
user_024824,api_call,7,169,2024-03-19
user_054064,analytics,23,114,2023-12-02
user_008786,search,3,79,2024-09-01
user_004650,analytics,14,126,2024-09-24
user_027991,dashboard,7,69,2024-07-19
user_051847,reports,13,178,2024-11-02
user_049902,reports,5,51,2024-04-12
user_008242,automation,15,138,2023-06-27
user_050684,reports,20,126,2024-10-24
user_008260,reports,8,172,2024-11-16
user_038020,collaboration,4,100,2024-05-02
user_004103,analytics,6,18,2024-07-15
user_022547,search,11,162,2024-10-20
user_011601,export,8,158,2024-06-22
user_026085,search,9,186,2024-04-06
user_046754,analytics,16,196,2024-07-27
user_049508,search,16,147,2024-11-01
user_051864,dashboard,16,236,2023-09-27
user_038442,collaboration,9,160,2024-02-02
user_020343,analytics,2,106,2024-09-26
user_042335,search,10,227,2024-05-12
user_001905,export,8,161,2023-05-28
user_038881,reports,20,214,2023-04-05
user_001573,collaboration,11,73,2023-04-05
user_019290,export,35,194,2024-08-22
user_046001,api_call,1,103,2023-11-15
user_011574,dashboard,13,83,2024-02-18
user_016975,analytics,5,133,2024-09-24
user_019084,analytics,17,149,2024-06-15
user_010230,collaboration,26,219,2023-09-08
user_024804,automation,46,266,2024-09-05
user_027751,api_call,3,72,2023-04-18
user_032919,search,5,158,2023-10-21
user_029564,automation,4,104,2023-10-19
user_000496,search,7,44,2023-10-18
user_018781,export,10,99,2024-03-28
user_030321,dashboard,2,11,2024-09-08
user_006443,reports,21,148,2024-04-16
user_039267,analytics,5,108,2023-07-05
user_009226,reports,6,157,2024-07-16
user_057348,dashboard,5,144,2024-07-10
user_029172,search,23,139,2023-01-11
user_057078,export,4,162,2024-10-28
user_034925,dashboard,11,145,2024-05-29
user_034701,search,32,150,2024-08-04
user_028816,collaboration,27,206,2023-01-14
user_043519,api_call,33,194,2024-05-09
user_014980,export,8,132,2023-11-23
user_008043,automation,7,132,2023-12-04
user_019432,api_call,14,270,2023-04-01
user_006897,dashboard,1,73,2024-01-17
user_048170,export,10,98,2023-11-15
user_022744,export,1,125,2023-08-29
user_051677,search,13,68,2024-06-10
user_029172,automation,25,137,2024-02-04
user_025250,search,15,141,2024-09-02
user_054974,analytics,5,113,2024-08-10
user_055611,analytics,4,167,2024-10-23
user_050115,dashboard,13,208,2023-06-22
user_035787,api_call,4,61,2024-01-29
user_014157,reports,18,233,2023-12-26
user_028343,dashboard,13,140,2024-11-24
user_033761,collaboration,40,224,2024-08-19
user_007568,automation,6,99,2024-09-14
user_052246,reports,9,278,2024-09-09
user_009100,reports,2,179,2023-05-08
user_014942,export,11,143,2024-03-21
user_015623,reports,10,135,2024-04-08
user_027982,dashboard,5,94,2024-06-08
user_027573,dashboard,11,102,2024-05-27
user_019102,reports,10,121,2023-12-18
user_005913,collaboration,14,257,2023-10-17
user_013582,reports,19,198,2024-04-09
user_008173,collaboration,10,188,2024-07-13
user_025592,dashboard,3,230,2024-07-02
user_040717,dashboard,5,138,2024-08-07
user_053750,analytics,12,131,2023-05-26
user_017216,dashboard,8,117,2023-10-31
user_000776,analytics,16,180,2024-07-31
user_039097,api_call,8,58,2024-03-01
user_011611,automation,11,295,2023-09-29
user_051396,automation,5,172,2023-02-15
user_033994,export,12,130,2023-09-12
user_054747,collaboration,36,208,2023-01-19
user_034568,export,1,190,2023-11-01
user_046633,export,15,244,2024-08-04
user_013185,analytics,7,142,2023-07-01
user_031078,search,6,282,2024-07-16
user_031743,dashboard,4,144,2023-07-28
user_013124,analytics,4,79,2023-05-06
user_039614,dashboard,13,193,2024-01-19
user_004021,analytics,6,196,2023-06-01
user_008886,dashboard,9,110,2023-08-29
user_018823,reports,2,50,2024-05-15
user_034302,search,7,146,2024-11-15
user_043158,search,1,167,2023-03-16
user_002827,export,18,194,2023-01-05
user_011451,dashboard,37,299,2024-02-27
user_011754,dashboard,8,201,2024-08-02
user_056997,dashboard,11,238,2024-07-01
user_039124,export,4,120,2024-02-13
user_040494,export,4,185,2024-11-29
user_016876,dashboard,99,256,2023-04-08
user_053873,export,3,10,2023-05-14
user_003723,analytics,1,106,2024-08-21
user_036062,dashboard,14,229,2024-09-30
user_025874,dashboard,6,50,2024-08-15
user_028431,search,5,69,2024-05-19
user_021774,reports,6,244,2023-11-18
user_026306,dashboard,6,155,2024-04-26
user_057034,automation,7,106,2024-01-08
user_041234,dashboard,8,129,2023-05-31
user_002781,export,4,51,2024-11-20
user_024423,reports,41,248,2024-06-03
user_001088,export,14,158,2024-01-20
user_048756,search,15,179,2023-07-16
user_048962,collaboration,50,140,2024-09-20
user_019763,analytics,16,161,2023-10-12
user_035340,reports,19,252,2023-09-11
user_010564,automation,31,248,2023-01-02
user_041702,analytics,3,131,2023-12-29
user_030741,reports,5,148,2024-04-30
user_015901,reports,2,153,2023-07-11
user_008314,collaboration,8,109,2024-06-16
user_026208,automation,8,149,2024-03-25
user_017988,reports,3,93,2023-08-17
user_052875,analytics,4,59,2024-07-13
user_009687,api_call,8,147,2024-09-11
user_018920,export,19,119,2024-05-12
user_008614,search,7,147,2024-05-10
user_018667,collaboration,2,130,2023-04-03
user_050735,dashboard,8,200,2023-08-01
user_029170,export,5,174,2024-07-06
user_058755,dashboard,5,83,2024-10-27
user_059264,analytics,13,253,2024-07-14
user_020265,export,7,170,2023-07-19
user_010130,collaboration,9,154,2024-02-05
user_040314,reports,14,127,2024-05-23
user_035201,analytics,7,85,2024-10-01
user_030477,search,6,119,2024-06-17
user_014784,analytics,10,133,2024-04-10
user_051011,automation,5,85,2024-11-15
user_000457,dashboard,3,71,2023-10-23
user_055337,collaboration,7,103,2023-05-13
user_055516,reports,6,155,2023-09-17
user_036060,reports,9,74,2023-11-19
user_041655,reports,3,70,2024-06-05
user_016870,automation,5,123,2024-05-04
user_037862,dashboard,7,175,2023-03-27
user_042375,search,12,172,2024-10-02
user_009061,dashboard,3,251,2023-11-21
user_031813,collaboration,12,156,2024-11-01
user_011758,search,3,149,2024-04-09
user_054708,search,6,143,2023-12-12
user_024158,dashboard,7,54,2024-04-01
user_056489,dashboard,3,150,2024-07-02
user_023466,analytics,5,118,2023-04-10
user_042792,reports,6,153,2024-02-03
user_002458,export,5,135,2023-05-11
user_040429,export,13,118,2024-06-20
user_002331,automation,14,152,2024-03-17
user_049920,reports,17,128,2023-05-12
user_000207,dashboard,5,115,2024-03-30
user_010469,analytics,6,175,2024-04-08
user_018414,analytics,8,110,2024-03-29
user_036940,export,4,141,2024-01-06
user_035408,reports,4,10,2024-02-17
user_023689,reports,9,136,2023-08-11
user_005795,collaboration,13,269,2024-04-28
user_055617,dashboard,15,127,2023-06-06
user_012421,export,6,114,2024-06-02
user_004504,reports,9,190,2023-04-01
user_019386,analytics,3,119,2023-12-30
user_034194,reports,11,338,2024-07-24
user_013860,automation,9,113,2024-06-09
user_054528,reports,31,252,2023-10-06
user_004918,dashboard,10,121,2024-10-03
user_011462,search,27,166,2024-09-16
user_045340,analytics,4,171,2023-08-08
user_052278,search,2,142,2024-05-20
user_006276,dashboard,25,155,2023-07-24
user_039518,dashboard,8,192,2024-05-06
user_002603,search,30,225,2023-08-08
user_053347,search,2,105,2023-10-02
user_045151,reports,5,65,2024-02-21
user_018318,dashboard,5,73,2024-03-25
user_038408,analytics,11,126,2024-11-26
user_029020,dashboard,14,125,2024-05-19
user_034075,api_call,7,201,2023-03-21
user_030155,collaboration,20,248,2024-11-07
user_029602,collaboration,10,185,2023-10-11
user_035577,collaboration,11,158,2023-11-05
user_019374,api_call,7,185,2024-09-17
user_023955,dashboard,2,95,2024-02-16
user_038117,dashboard,1,252,2024-04-20
user_040103,dashboard,29,320,2023-09-09
user_035285,reports,3,112,2023-11-09
user_058070,dashboard,4,208,2024-09-17
user_027509,search,2,69,2023-04-10
user_016876,automation,113,200,2024-08-10
user_031845,collaboration,9,62,2023-05-30
user_047070,dashboard,3,111,2024-01-21
user_048900,reports,6,134,2023-10-16
user_019002,dashboard,4,99,2024-03-26
user_050631,search,4,18,2024-02-15
user_058659,api_call,6,124,2023-07-07
user_024673,export,2,156,2024-07-24
user_026775,analytics,17,150,2023-02-16
user_015975,export,22,152,2024-06-20
user_034192,search,7,99,2024-01-16
user_023387,reports,10,98,2023-07-31
user_022395,search,3,90,2023-11-23
user_035874,export,19,210,2023-07-15
user_037975,dashboard,18,155,2024-11-25
user_043683,dashboard,8,223,2023-10-14
user_001537,automation,7,150,2024-11-03
user_028574,dashboard,3,126,2023-09-11
user_030281,search,11,206,2024-11-12
user_058025,analytics,43,154,2024-07-20
user_019290,automation,48,229,2024-06-09
user_056437,reports,9,137,2023-10-26
user_054801,search,18,186,2024-06-22
user_015995,search,7,125,2024-08-21
user_023077,collaboration,7,102,2024-07-11
user_049039,export,4,198,2024-01-14
user_039511,dashboard,18,235,2024-09-28
user_027256,dashboard,23,173,2023-08-14
user_009868,search,1,90,2024-03-27
user_024039,search,46,323,2023-07-20
user_010564,collaboration,28,202,2023-08-06
user_045199,reports,7,153,2023-12-26
user_034809,reports,14,57,2024-07-11
user_008175,analytics,19,222,2023-12-09
user_002733,export,3,143,2024-03-09
user_056862,collaboration,8,59,2023-05-23
user_001006,collaboration,4,10,2023-11-01
user_053431,dashboard,21,112,2023-09-23
user_023093,analytics,7,108,2023-06-21
user_005035,analytics,4,69,2024-10-04
user_010745,automation,30,184,2023-11-12
user_019226,export,16,163,2023-01-14
user_022464,analytics,16,188,2023-05-09
user_046015,collaboration,9,247,2024-01-21
user_036152,reports,7,142,2023-05-02
user_037542,collaboration,1,135,2024-03-10
user_039269,automation,12,156,2024-08-16
user_008628,search,48,269,2024-01-06
user_059607,collaboration,4,46,2024-01-05
user_002900,search,1,106,2024-09-27
user_024012,dashboard,11,137,2023-03-14
user_000048,search,6,79,2024-06-12
user_049475,collaboration,3,122,2023-04-22
user_052333,collaboration,10,231,2024-03-20
user_005559,dashboard,7,21,2023-12-31
user_008757,analytics,31,191,2024-11-03
user_001862,search,12,218,2023-11-20
user_027612,automation,9,118,2024-02-27
user_055057,reports,15,125,2024-04-16
user_016821,reports,15,116,2023-04-06
user_049580,dashboard,6,121,2024-10-15
user_035106,collaboration,10,106,2023-11-07
user_053400,analytics,25,229,2023-06-22
user_054088,dashboard,4,101,2024-07-14
user_007344,dashboard,2,130,2024-05-20
user_024464,analytics,11,191,2023-04-18
user_011908,collaboration,6,234,2023-11-22
user_050556,dashboard,7,156,2024-09-17
user_049418,analytics,18,88,2024-02-13
user_008129,search,13,194,2023-05-23
user_000261,automation,3,173,2024-01-02
user_019020,collaboration,8,60,2024-08-09
user_030695,analytics,8,119,2024-06-29
user_023206,export,9,73,2024-05-22
user_027256,search,16,265,2024-06-01
user_002671,analytics,2,156,2024-04-05
user_049294,analytics,6,117,2024-08-01
user_059686,search,5,158,2024-05-30
user_010745,search,15,122,2024-05-31
user_000764,analytics,3,139,2024-11-24
user_015194,reports,8,126,2024-11-29
user_003309,collaboration,6,89,2023-02-25
user_038091,analytics,5,51,2024-03-03
user_033463,api_call,12,189,2024-04-24
user_004600,dashboard,10,123,2023-07-06
user_054321,automation,16,218,2023-04-13
user_015857,automation,13,249,2023-08-29
user_054210,dashboard,22,87,2024-11-20
user_046124,export,3,79,2024-04-24
user_026432,search,14,264,2023-06-19
user_046994,analytics,7,129,2023-03-04
user_017426,dashboard,6,90,2024-08-28
user_047736,dashboard,4,178,2024-10-27
user_012260,reports,8,260,2024-07-09
user_033072,reports,3,235,2023-11-18
user_044044,dashboard,10,237,2024-10-19
user_059345,automation,13,112,2024-10-31
user_041253,export,8,163,2024-05-23
user_000457,dashboard,4,162,2024-10-04
user_043563,dashboard,6,47,2024-06-05
user_058638,export,16,215,2024-03-12
user_052911,export,44,181,2023-08-09
user_034239,reports,6,222,2024-06-03
user_016396,collaboration,9,95,2024-03-27
user_051203,dashboard,8,65,2024-06-17
user_021541,reports,10,117,2024-05-13
user_033702,analytics,14,110,2024-07-04
user_050201,collaboration,3,157,2024-09-14
user_032219,dashboard,7,183,2024-11-26
user_039577,dashboard,14,209,2024-09-21
user_028816,collaboration,29,132,2023-11-30
user_026153,reports,12,147,2024-06-16
user_007217,api_call,13,119,2023-04-15
user_051435,analytics,14,213,2023-05-31
user_052075,dashboard,5,159,2024-09-19
user_055025,reports,16,160,2024-11-02
user_054311,reports,9,144,2023-10-16
user_053708,export,9,117,2024-01-24
user_029977,dashboard,13,259,2024-03-13
user_019532,search,12,232,2024-11-19
user_011844,analytics,21,193,2024-09-25
user_000608,reports,13,199,2024-03-16
user_031437,collaboration,17,107,2023-07-18
user_028642,export,6,177,2024-10-01
user_010275,analytics,6,184,2024-09-20
user_032727,analytics,6,155,2023-10-13
user_054296,automation,6,104,2023-12-14
user_031079,dashboard,10,214,2024-06-26
user_046767,api_call,4,158,2024-04-05
user_015247,reports,3,245,2023-04-27
user_047278,reports,28,135,2024-03-14
user_050519,analytics,3,154,2023-06-24
user_036348,export,47,211,2024-11-25
user_007814,collaboration,3,87,2023-03-28
user_036533,dashboard,11,113,2024-02-08
user_027046,export,16,82,2024-11-10
user_017670,export,30,192,2024-09-20
user_028630,analytics,15,141,2024-11-14
user_053704,search,9,121,2023-02-23
user_049922,dashboard,5,39,2023-11-05
user_045290,automation,10,216,2024-02-29
user_026616,export,4,93,2024-10-26
user_046401,reports,3,106,2024-10-05
user_043553,analytics,8,166,2023-03-09
user_039494,export,2,131,2024-03-03
user_014720,collaboration,9,168,2024-08-11
user_048112,reports,9,132,2023-05-19
user_027885,reports,10,149,2024-11-22
user_040734,dashboard,10,82,2024-07-03
user_030091,export,21,201,2024-04-15
user_058003,search,8,81,2024-06-02
user_054745,search,5,195,2023-07-06
user_000848,reports,8,60,2023-07-07
user_058072,automation,12,178,2024-08-06
user_004547,search,19,110,2024-07-31
user_028317,dashboard,6,66,2024-11-06
user_023243,search,13,110,2023-09-05
user_048562,search,10,206,2024-05-14
user_029972,reports,10,55,2024-07-09
user_040651,dashboard,9,194,2024-01-11
user_052148,reports,4,62,2024-10-03
user_058664,export,7,160,2024-07-23
user_053649,collaboration,3,80,2024-11-11
user_007565,analytics,5,117,2024-09-15
user_054824,api_call,7,171,2024-03-29
user_059310,reports,2,137,2024-08-20
user_005295,export,5,37,2023-12-21
user_054828,reports,4,194,2024-02-06
user_020225,reports,9,155,2024-10-24
user_056491,export,10,234,2023-01-01
user_057404,analytics,8,184,2024-02-24
user_032934,automation,15,99,2024-08-07
user_022274,export,2,112,2024-10-28
user_000859,dashboard,3,15,2024-09-25
user_041077,api_call,11,159,2024-09-03
user_043316,reports,12,18,2024-11-14
user_047586,export,11,211,2023-04-06
user_013200,collaboration,9,210,2024-09-14
user_023199,collaboration,14,90,2024-11-13
user_052258,search,18,160,2024-10-05
user_035478,reports,9,192,2024-06-15
user_009856,analytics,6,205,2024-11-28
user_059649,dashboard,4,94,2023-05-02
user_004625,reports,16,85,2024-01-21
user_041740,collaboration,28,300,2024-11-27
user_007217,export,10,246,2023-04-20
user_053071,dashboard,6,120,2024-07-07
user_004647,search,7,87,2024-09-30
user_020530,collaboration,20,95,2024-05-28
user_013547,analytics,3,198,2023-04-18
user_004946,export,12,151,2024-09-05
user_029920,automation,5,116,2023-08-18
user_059273,dashboard,5,118,2023-01-17
user_006740,analytics,34,238,2024-08-12
user_000261,automation,6,135,2023-06-27
user_054051,automation,9,140,2024-06-04
user_045602,collaboration,8,126,2023-09-13
user_032280,automation,5,265,2024-02-07
user_026923,analytics,12,145,2024-11-20
user_034204,automation,18,141,2024-01-20
user_013112,search,6,126,2023-08-05
user_009130,dashboard,5,129,2024-06-02
user_025806,dashboard,7,130,2024-07-09
user_031450,automation,6,117,2023-03-07
user_010927,search,9,98,2024-05-11
user_041404,dashboard,6,160,2024-08-15
user_038282,search,4,58,2024-01-26
user_012056,analytics,13,200,2024-10-17
user_034773,search,21,238,2024-01-07
user_025759,reports,13,153,2024-04-07
user_034693,analytics,22,278,2024-07-23
user_013887,reports,19,222,2024-06-10
user_058684,api_call,11,173,2024-08-26
user_043517,export,28,207,2024-07-22
user_012207,reports,12,228,2024-10-19
user_049063,reports,1,39,2024-09-10
user_055028,reports,3,58,2024-04-23
user_041087,collaboration,6,152,2023-07-22
user_019837,dashboard,27,210,2024-05-31
user_044396,automation,17,205,2024-06-22
user_054714,analytics,7,168,2024-08-20
user_012433,search,11,185,2024-08-23
user_029032,dashboard,2,186,2024-11-07
user_027195,reports,12,98,2024-02-06
user_041971,automation,6,126,2023-07-17
user_036186,search,19,135,2024-06-23
user_020024,export,7,250,2024-03-05
user_000044,dashboard,34,261,2024-11-24
user_018430,reports,10,204,2024-04-18
user_007203,analytics,2,19,2023-05-06
user_047155,reports,8,193,2024-09-29
user_048287,collaboration,32,277,2023-08-16
user_052170,analytics,51,130,2024-07-26
user_053316,search,15,249,2024-09-17
user_007112,automation,2,29,2024-05-09
user_013301,search,5,207,2024-02-28
user_039625,reports,10,101,2023-07-25
user_037404,search,12,132,2024-06-21
user_028314,export,13,176,2023-12-11
user_016876,search,113,136,2023-02-09
user_034471,automation,7,170,2024-07-09
user_013400,api_call,9,168,2024-04-03
user_023342,reports,4,80,2024-09-10
user_035909,collaboration,3,164,2024-03-02
user_012737,analytics,4,64,2024-05-07
user_054469,dashboard,27,146,2023-10-20
user_009592,dashboard,7,24,2023-10-24
user_012552,export,9,159,2023-10-27
user_014452,reports,45,186,2024-10-06
user_034974,collaboration,16,211,2024-09-10
user_002564,export,21,182,2024-01-15
user_017852,dashboard,12,194,2024-01-17
user_049897,api_call,3,138,2024-05-06
user_019835,export,3,193,2024-10-10
user_015560,analytics,5,139,2023-07-16
user_033119,api_call,17,162,2023-01-30
user_051111,dashboard,17,224,2023-05-15
user_008076,reports,10,37,2024-07-01
user_032978,export,4,94,2024-07-18
user_034151,reports,7,93,2024-09-10
user_010830,automation,6,206,2023-10-09
user_019750,analytics,4,92,2024-11-04
user_015097,analytics,7,78,2023-02-09
user_043980,export,5,126,2023-07-13
user_008628,analytics,49,112,2024-05-16
user_035123,export,33,221,2023-12-07
user_005966,export,8,88,2023-10-02
user_006574,collaboration,7,106,2024-03-05
user_035177,export,5,96,2023-10-18
user_022373,api_call,7,162,2024-08-18
user_014439,automation,17,247,2024-05-26
user_005729,dashboard,17,117,2023-08-02
user_005665,automation,7,122,2024-02-22
user_029054,collaboration,9,165,2023-04-02
user_003137,dashboard,11,169,2023-06-08
user_030477,dashboard,10,146,2024-04-02
user_007670,dashboard,67,276,2023-07-09
user_058501,automation,19,104,2024-05-23
user_030128,api_call,11,148,2024-09-03
user_011973,reports,9,95,2023-10-20
user_047433,dashboard,5,157,2024-11-26
user_046368,search,5,96,2024-10-15
user_024050,dashboard,4,115,2024-10-16
user_059780,api_call,9,105,2023-03-28
user_054064,analytics,30,195,2023-10-28
user_055634,search,9,246,2023-10-26
user_002949,dashboard,7,175,2023-12-20
user_028518,analytics,13,213,2023-09-09
user_009174,reports,7,73,2023-10-15
user_019570,export,8,232,2023-08-05
user_016391,reports,6,140,2024-07-31
user_028636,export,5,75,2024-09-09
user_016896,analytics,24,272,2024-08-13
user_051014,collaboration,4,116,2023-09-19
user_002892,analytics,8,90,2024-02-06
user_051755,search,8,153,2024-02-21
user_021927,analytics,7,182,2024-08-12
user_032839,export,9,95,2023-12-09
user_004268,api_call,2,195,2024-10-02
user_041954,automation,8,10,2024-08-05
user_032923,reports,3,109,2024-07-23
user_032355,search,3,198,2023-06-18
user_020136,export,10,168,2024-11-19
user_026039,reports,2,82,2024-03-20
user_042951,reports,3,63,2024-07-28
user_059490,dashboard,14,152,2024-10-09
user_012729,dashboard,8,153,2024-07-17
user_046299,analytics,8,163,2024-11-29
user_038190,export,9,228,2023-03-05
user_023113,api_call,7,162,2023-03-12
user_039449,dashboard,19,79,2023-11-28
user_030306,api_call,6,165,2024-03-20
user_040683,search,6,111,2024-07-13
user_018332,export,11,132,2023-12-07
user_016656,export,12,224,2024-06-18
user_002726,collaboration,12,224,2024-08-11
user_049020,analytics,23,234,2024-01-21
user_006849,analytics,15,117,2024-04-26
user_003247,reports,3,81,2024-02-28
user_047185,reports,6,73,2024-05-09
user_007537,reports,14,122,2024-10-05
user_000610,analytics,6,82,2023-05-30
user_007212,reports,8,74,2023-06-16
user_055066,dashboard,1,98,2023-10-14
user_023276,automation,9,213,2023-08-10
user_058044,dashboard,17,161,2024-09-13
user_006097,automation,2,52,2024-02-23
user_047824,dashboard,3,112,2024-08-08
user_033734,analytics,7,217,2023-12-22
user_034139,search,15,10,2024-02-27
user_021723,analytics,6,114,2024-02-07
user_033180,export,4,118,2023-07-07
user_058423,collaboration,9,165,2024-11-08
user_037975,collaboration,13,151,2023-07-13
user_008581,collaboration,7,148,2023-02-15
user_019440,export,3,205,2024-08-03
user_044110,dashboard,15,125,2023-10-26
user_049746,automation,16,219,2023-04-26
user_036204,analytics,7,120,2023-05-28
user_058463,export,22,164,2024-03-10
user_051373,analytics,7,121,2024-08-23
user_046786,api_call,6,159,2023-04-16
user_052707,analytics,2,101,2023-11-20
user_053146,collaboration,9,118,2024-09-06
user_034520,automation,7,94,2024-04-02
user_056424,reports,26,186,2023-10-30
user_041385,export,7,205,2023-04-05
user_043337,dashboard,13,221,2024-07-04
user_020289,dashboard,6,176,2023-03-22
user_009692,collaboration,16,141,2024-06-14
user_056446,reports,11,104,2023-07-18
user_015884,automation,23,224,2023-12-03
user_036723,search,11,143,2024-04-26
user_003069,reports,5,111,2024-09-02
user_023115,analytics,9,173,2023-07-19
user_014944,reports,4,74,2024-07-13
user_002092,collaboration,1,31,2024-06-02
user_053599,reports,9,263,2024-08-22
user_012419,dashboard,7,183,2023-10-12
user_033443,reports,31,118,2024-04-30
user_049075,api_call,4,177,2024-10-07
user_051611,reports,9,199,2023-09-27
user_035288,search,6,66,2023-02-06
user_009892,dashboard,9,29,2023-10-18
user_007882,search,11,226,2024-09-15
user_043019,search,9,162,2024-05-10
user_007998,search,12,140,2024-04-26
user_018173,analytics,9,122,2024-02-22
user_047279,analytics,11,161,2024-04-23
user_016864,reports,8,154,2024-05-14
user_012092,search,1,61,2023-04-16
user_026614,automation,9,176,2023-12-17
user_022120,search,1,10,2023-08-24
user_031956,api_call,12,50,2023-05-22
user_019107,export,27,131,2024-03-09
user_011535,analytics,4,88,2024-02-22
user_012541,export,2,112,2023-09-17
user_040795,collaboration,16,163,2023-12-13
user_055752,dashboard,12,192,2023-07-19
user_050025,analytics,10,92,2023-08-22
user_007817,reports,5,135,2023-07-25
user_016962,collaboration,11,180,2024-04-03
user_026564,api_call,9,124,2024-04-08
user_007952,collaboration,6,136,2023-02-28
user_000008,search,16,164,2024-07-29
user_026923,dashboard,8,248,2023-01-10
user_029433,api_call,6,237,2024-06-11
user_017655,reports,17,171,2024-08-23
user_023800,collaboration,10,146,2023-07-02
user_025633,automation,4,129,2023-02-12
user_011732,reports,12,180,2023-05-17
user_012149,dashboard,8,64,2023-05-17
user_027036,collaboration,10,34,2023-10-07
user_037298,export,14,266,2023-01-23
user_029397,search,13,202,2023-10-10
user_017742,dashboard,7,150,2024-01-10
user_024417,api_call,4,136,2023-06-11
user_038722,dashboard,21,269,2023-05-11
user_021804,dashboard,10,81,2024-04-15
user_026770,automation,6,60,2024-01-08
user_031056,api_call,2,180,2024-01-18
user_030037,api_call,19,143,2024-02-01
user_041308,analytics,3,19,2024-05-21
user_012987,export,8,177,2024-10-18
user_014884,api_call,5,40,2024-08-11
user_036604,dashboard,9,151,2024-09-02
user_020576,export,4,204,2024-11-27
user_053750,api_call,17,171,2024-05-22
user_030001,reports,11,105,2024-10-14
user_026869,dashboard,3,81,2023-12-16
user_049652,reports,9,151,2023-09-15
user_009945,export,15,47,2023-02-11
user_050865,export,21,144,2023-07-13
user_031622,reports,10,151,2023-01-14
user_013301,search,3,103,2023-05-05
user_006146,automation,8,179,2024-06-08
user_003367,reports,14,213,2023-12-04
user_001702,api_call,20,187,2024-06-09
user_005144,automation,15,162,2024-10-03
user_010514,analytics,4,158,2024-09-27
user_033398,search,31,192,2023-08-22
user_029354,search,12,21,2023-11-30
user_005638,reports,3,57,2023-05-05
user_051682,search,18,95,2023-04-21
user_018591,dashboard,49,180,2024-04-24
user_026017,export,18,188,2024-07-08
user_007998,dashboard,10,156,2024-02-29
user_049936,dashboard,22,305,2024-09-09
user_043342,automation,12,144,2023-02-26
user_030165,dashboard,5,186,2023-12-30
user_030612,export,10,210,2024-10-03
user_021748,automation,12,147,2024-07-09
user_031622,analytics,8,191,2023-03-11
user_010156,export,7,91,2023-12-15
user_054782,reports,6,122,2023-11-29
user_012681,export,13,239,2024-06-22
user_056614,reports,27,169,2024-09-27
user_052406,collaboration,9,109,2024-06-15
user_035563,dashboard,8,204,2024-06-01
user_049563,dashboard,7,110,2024-09-28
user_046905,export,10,95,2024-02-29
user_001827,search,1,125,2023-07-28
user_028036,api_call,10,129,2023-04-05
user_013287,analytics,10,149,2024-03-04
user_035329,search,12,157,2024-05-25
user_023215,analytics,6,106,2024-09-20
user_003597,api_call,3,65,2024-09-21
user_045903,collaboration,1,33,2024-01-09
user_015548,analytics,23,179,2024-09-11
user_054646,analytics,3,125,2023-05-04
user_022176,dashboard,12,211,2024-06-25
user_005810,search,15,105,2023-07-14
user_047784,dashboard,3,67,2024-08-24
user_042576,collaboration,12,97,2024-04-21
user_051970,dashboard,12,157,2024-07-13
user_024515,collaboration,6,192,2023-06-07
user_028864,reports,18,206,2023-11-10
user_000151,api_call,7,108,2024-09-04
user_009796,api_call,4,24,2023-11-03
user_033328,automation,9,95,2023-06-15
user_011111,dashboard,2,184,2023-12-30
user_025137,export,10,171,2023-08-02
user_040956,analytics,15,145,2024-03-16
user_001055,automation,12,171,2024-03-12
user_014623,reports,9,180,2024-08-24
user_022342,analytics,9,207,2023-08-26
user_045511,search,6,171,2023-03-31
user_038297,automation,5,155,2024-05-08
user_020924,reports,15,194,2023-11-01
user_013367,search,15,103,2024-09-05
user_054790,search,1,129,2024-07-01
user_021438,dashboard,17,240,2024-01-09
user_056228,dashboard,2,154,2023-09-17
user_017343,api_call,12,47,2024-09-23
user_039080,search,8,246,2024-03-27
user_023628,analytics,12,148,2023-09-24
user_050767,collaboration,48,259,2023-07-28
user_018962,api_call,7,163,2024-07-10
user_046511,reports,6,208,2023-05-11
user_053476,reports,21,182,2024-09-06
user_015609,export,9,69,2023-02-04
user_001875,analytics,10,184,2023-07-10
user_030212,reports,8,126,2024-06-28
user_006340,collaboration,15,225,2024-08-17
user_023319,dashboard,16,191,2023-06-17
user_022073,analytics,9,231,2023-11-30
user_006688,export,9,147,2023-06-06
user_054580,dashboard,6,146,2024-02-09
user_017249,dashboard,7,207,2023-11-07
user_006028,export,16,91,2023-05-02
user_008653,export,12,119,2023-09-06
user_031295,reports,6,128,2023-08-12
user_021608,reports,30,288,2024-07-20
user_010806,analytics,8,257,2023-08-25
user_016675,dashboard,5,46,2024-02-23
user_009687,dashboard,5,157,2024-10-08
user_056283,reports,5,115,2024-05-28
user_052878,dashboard,6,66,2023-12-27
user_010804,analytics,9,92,2024-05-17
user_053585,export,6,42,2023-02-12
user_024039,export,54,296,2023-08-09
user_017355,dashboard,17,198,2024-08-06
user_045482,dashboard,23,88,2024-06-06
user_036654,dashboard,9,129,2024-02-10
user_024104,analytics,8,245,2023-05-31
user_028687,dashboard,16,228,2023-10-06
user_023982,search,2,130,2024-03-12
user_024598,collaboration,19,135,2024-04-08
user_029800,dashboard,6,145,2023-10-02
user_049048,automation,16,169,2024-05-05
user_016696,dashboard,8,126,2024-02-29
user_028786,automation,15,130,2024-01-25
